headroom_bytes	size	fuzzy_pct	function	unit	source_path	pp_value
548.0	548	0.0	__ieee754_sqrt	main/crt/math_range_800CE378	src/crt/math_range_800CE378.c	0.02196
548.0	548	0.0	__ieee754_exp	main/crt/math_range_800CB2B4	src/crt/math_range_800CB2B4.c	0.02196
546.0	816	33.08	fn_8017DB74	main/game/fsys/fsys_file_candidate_8017D410	src/game/fsys/fsys_file_candidate_8017D410.c	0.02188
544.0	544	0.0	fn_8015EF04	main/musyx/musyx_candidate_8015D678	src/musyx/musyx_candidate_8015D678.c	0.0218
544.0	544	0.0	TRKSuppAccessFile	main/trk/TRKDispatch_range_800C0504		0.0218
544.0	544	0.0	TRKDoStep	main/trk/TRKDispatch_range_800BF53C		0.0218
544.0	544	0.0	CARDCreateAsync	main/dolphin/sdk_candidate_800B4644	src/dolphin/sdk_candidate_800B4644.c	0.0218
540.0	540	0.0	fn_800BC8F8	main/dolphin/sdk_candidate_800BC8F8	src/dolphin/sdk_candidate_800BC8F8.c	0.02164
540.0	540	0.0	fn_8007A850	main/game/menu/menu_range_8007109C	src/game/menu/menu_range_8007109C.c	0.02164
539.4	1700	68.27	fightMenuFightTrainerGcHeroSelectIrekaeFightPokemon	main/game/fight_menu	src/game/fight_menu.c	0.02162
538.6	1316	59.07	fn_801B3D1C	main/hsd/hsd_texp_suffix_801B3D1C	src/hsd/hsd_texp_suffix_801B3D1C.c	0.02159
537.2	1620	66.84	GSmsgGetRect	main/game/gs_msg	src/game/gs_msg.c	0.02153
536.0	540	0.74	fn_801D7230	main/game/wazaViewer_candidate_801D53D8	src/game/wazaViewer_candidate_801D53D8.c	0.02148
536.0	536	0.0	fn_8007581C	main/game/menu/menu_range_8007109C	src/game/menu/menu_range_8007109C.c	0.02148
536.0	536	0.0	atan	main/crt/math_range_800CD648	src/crt/math_range_800CD648.c	0.02148
536.0	536	0.0	OSSetErrorHandler	main/dolphin/sdk_range_8009BD84	src/dolphin/sdk_range_8009BD84.c	0.02148
535.9	1300	58.78	fn_80140588	main/game/people/people_data	src/game/people/people_data.c	0.02148
535.6	1324	59.54	fn_80078390	main/game/menu/menu_range_8007109C	src/game/menu/menu_range_8007109C.c	0.02147
532.0	536	0.75	fn_801B0880	main/hsd/hsd_shadow_candidate_801B06DC	src/hsd/hsd_shadow_candidate_801B06DC.c	0.02132
532.0	536	0.75	_wazaSequenceCameraSelectMotion__FP13ModelSequenceP12WazaSequenceP24wazaSequenceCameraParams	main/game/wazaSequenceCamera	src/game/wazaSequenceCamera.c	0.02132
532.0	532	0.0	fn_80197784	main/hsd/hsd_cobj_candidate_80197344	src/hsd/hsd_cobj_candidate_80197344.c	0.02132
532.0	532	0.0	fn_80061240	main/game/menu/menuCB_BattleStart	src/game/menu/menuCB_BattleStart.c	0.02132
532.0	532	0.0	__kernel_tan	main/crt/math_range_800CD648	src/crt/math_range_800CD648.c	0.02132
528.0	532	0.75	fn_8018B558	main/game/people/people	src/game/people/people.c	0.02116
528.0	532	0.75	fn_801885C4	main/game/people/people	src/game/people/people.c	0.02116
528.0	528	0.0	vsSampleUpdates	main/musyx/musyx_candidate_80158BB4	src/musyx/musyx_candidate_80158BB4.c	0.02116
528.0	528	0.0	fn_8012F1FC	main/game/hero_move	src/game/hero_move.c	0.02116
528.0	528	0.0	fn_8010A210	main/game/gs_range_80109C88	src/game/gs_range_80109C88.c	0.02116
528.0	528	0.0	fn_800774D4	main/game/menu/menu_range_8007109C	src/game/menu/menu_range_8007109C.c	0.02116
528.0	528	0.0	fn_800094A4	main/game/gs_range_80009178	src/game/gs_range_80009178.c	0.02116
528.0	528	0.0	cameraInit	main/game/camera_candidate_801786F4	src/game/camera_candidate_801786F4.c	0.02116
524.8	1620	67.61	_fightMenuFightTrainerGcHeroOpenMenuSubItem__FP13FIGHT_TRAINERP15FightOutPokemonUs	main/game/fight_menu	src/game/fight_menu.c	0.02103
524.0	528	0.76	fn_801D603C	main/game/wazaViewer_candidate_801D53D8	src/game/wazaViewer_candidate_801D53D8.c	0.021
524.0	524	0.0	fn_800D37D4	main/game/gs_gfx_candidate_800D37D4	src/game/gs_gfx_candidate_800D37D4.c	0.021
524.0	524	0.0	fn_80068BB0	main/game/menu/menuCB_range_80068794	src/game/menu/menuCB_range_80068794.c	0.021
524.0	524	0.0	fn_8005351C	main/game/menu/menuCB_range_8005344C	src/game/menu/menuCB_range_8005344C.c	0.021
524.0	524	0.0	__SITransfer	main/dolphin/si/SI_range_800CF764	src/dolphin/si/SI_range_800CF764.c	0.021
520.0	524	0.76	_windowCreateItemSprite__FP14tagWINDOW_WORK	main/game/window_candidate_8010474C	src/game/window_candidate_8010474C.c	0.02084
520.0	520	0.0	fn_801E1924	main/game/gs_candidate_801E189C	src/game/gs_candidate_801E189C.c	0.02084
520.0	520	0.0	fn_801BFD10	main/hsd/hsd_video	src/hsd/hsd_video.c	0.02084
516.0	516	0.0	fn_8015ED00	main/musyx/musyx_candidate_8015D678	src/musyx/musyx_candidate_8015D678.c	0.02068
516.0	516	0.0	fn_8012F40C	main/game/hero_move	src/game/hero_move.c	0.02068
515.5	560	7.95	stateReady_800A6684	main/dolphin/dvd/DVD_range_800A6684	src/dolphin/dvd/DVD_range_800A6684.c	0.02066
515.4	596	13.53	fadeEffectHookFunction_Doku	main/game/effect/fade_effect_candidate_801C4814	src/game/effect/fade_effect_candidate_801C4814.c	0.02066
512.0	516	0.78	fn_801B019C	main/hsd/hsd_shadow	src/hsd/hsd_shadow.c	0.02052
512.0	516	0.78	fn_8013757C	main/game/effect/tracefx	src/game/effect/tracefx.c	0.02052
512.0	512	0.0	getStep__FP8FOOTSTEPP8_GSmodelPiP8FOOTWORK	main/game/hero_move	src/game/hero_move.c	0.02052
512.0	512	0.0	fn_8010A010	main/game/gs_range_80109C88	src/game/gs_range_80109C88.c	0.02052
512.0	512	0.0	fn_800A8934	main/dolphin/vi/VI_candidate_800A8894	src/dolphin/vi/VI_candidate_800A8894.c	0.02052
512.0	512	0.0	TRKTargetSupportRequest	main/trk/TRKTarget_range_800C1348	src/trk/TRKTarget_range_800C1348.c	0.02052
508.0	512	0.78	wazaSequencePokemonMotionStart	main/game/wazaSequenceEntry	src/game/wazaSequenceEntry.c	0.02036
508.0	508	0.0	heroMoveGetKenObjID	main/game/hero_move	src/game/hero_move.c	0.02036
508.0	508	0.0	_modelSetRotateEulerToQuatAll__FP9_HSD_JObj	main/game/gs_model_anim_candidate_800EBEEC	src/game/gs_model_anim_candidate_800EBEEC.c	0.02036
505.6	888	43.07	evolutionWazaLearn	main/game/evolution	src/game/evolution.c	0.02026
504.0	504	0.0	pokemonCheckSetMonohiroi	main/game/pokemon_range_8011FCA4	src/game/pokemon_range_8011FCA4.c	0.0202
504.0	504	0.0	heroMoveSyncWithHero	main/game/hero_move	src/game/hero_move.c	0.0202
504.0	504	0.0	fn_801B18D8	main/hsd/hsd_texp_candidate_801B18D8	src/hsd/hsd_texp_candidate_801B18D8.c	0.0202
504.0	504	0.0	fn_80159840	main/musyx/musyx_candidate_80158BB4	src/musyx/musyx_candidate_80158BB4.c	0.0202
504.0	504	0.0	fn_80091F48	main/game/gbaCommunication_candidate_80091DA4	src/game/gbaCommunication_candidate_80091DA4.c	0.0202
504.0	504	0.0	UpdateIconOffsets	main/dolphin/sdk_candidate_800B5228	src/dolphin/sdk_candidate_800B5228.c	0.0202
500.5	520	3.75	fightTrainerTimeOutSelectIrekaeFightPokemon	main/game/fight_trainer_range_801F9130	src/game/fight_trainer_range_801F9130.c	0.02006
500.0	504	0.79	GStextureConvertFromHW	main/game/gs_texture	src/game/gs_texture.c	0.02004
500.0	500	0.0	fn_801BF6AC	main/hsd/hsd_video	src/hsd/hsd_video.c	0.02004
500.0	500	0.0	fn_80073A44	main/game/menu/menu_range_8007109C	src/game/menu/menu_range_8007109C.c	0.02004
499.5	664	24.77	fn_8013AD9C	main/game/effect/effect_visual_candidate_8013AD9C	src/game/effect/effect_visual_candidate_8013AD9C.c	0.02002
498.1	612	18.61	_distortionEffectUpdateMatrices	main/game/effect/effect_visual_candidate_8013F80C	src/game/effect/effect_visual_candidate_8013F80C.c	0.01996
496.0	500	0.8	winMsgCtrl	main/game/win_msg	src/game/win_msg.c	0.01988
496.0	500	0.8	fn_801B04E0	main/hsd/hsd_shadow_candidate_801B0408	src/hsd/hsd_shadow_candidate_801B0408.c	0.01988
496.0	496	0.0	fn_801E4F64	main/dolphin/thp/THP_range_801E1B54	src/dolphin/thp/THP_range_801E1B54.c	0.01988
496.0	496	0.0	fn_8017A624	main/game/gs_range_8017A5FC	src/game/gs_range_8017A5FC.c	0.01988
496.0	496	0.0	fn_8010AE2C	main/game/gs_range_80109C88	src/game/gs_range_80109C88.c	0.01988
492.4	1096	55.07	fn_800836AC	main/game/menu/cardesavedata	src/game/menu/cardesavedata.c	0.01973
492.0	496	0.81	fn_8018B368	main/game/people/people	src/game/people/people.c	0.01972
492.0	492	0.0	savedataInit	main/game/hero	src/game/hero.c	0.01972
492.0	492	0.0	fn_800615F4	main/game/menu/menuCB_BattleStart	src/game/menu/menuCB_BattleStart.c	0.01972
492.0	492	0.0	fn_8004C8AC	main/game/menu/menu_pda_mail	src/game/menu/menu_pda_mail.c	0.01972
492.0	492	0.0	fn_8004C6C0	main/game/menu/menu_pda_mail	src/game/menu/menu_pda_mail.c	0.01972
492.0	492	0.0	fn_800129A8	main/game/gs_range_80011EA4	src/game/gs_range_80011EA4.c	0.01972
492.0	492	0.0	TRK__write_aram	main/trk/TRKInit	src/trk/TRKInit.c	0.01972
488.0	492	0.81	fn_80137780	main/game/effect/tracefx	src/game/effect/tracefx.c	0.01956
488.0	488	0.0	OSCreateThread	main/dolphin/os/OSThread		0.01956
487.8	632	22.81	surfEffectStart	main/game/effect/effect_visual_candidate_8013B5E4	src/game/effect/effect_visual_candidate_8013B5E4.c	0.01955
485.0	912	46.82	fn_8006FEE4	main/game/menu/menu_middle_range_8006FEE4	src/game/menu/menu_middle_range_8006FEE4.c	0.01944
485.0	500	2.99	fn_8013BC10	main/game/effect/effect_visual_candidate_8013B5E4	src/game/effect/effect_visual_candidate_8013B5E4.c	0.01944
484.0	488	0.82	fn_801F8A18	main/game/fight_trainer_range_801F87CC	src/game/fight_trainer_range_801F87CC.c	0.0194
484.0	488	0.82	fn_801858C4	main/game/people/people	src/game/people/people.c	0.0194
484.0	484	0.0	inpSetExCtrl	main/musyx/musyx_candidate_80161D20	src/musyx/musyx_candidate_80161D20.c	0.0194
484.0	484	0.0	fn_801CF7E4	main/game/field_candidate_801CBA90	src/game/field_candidate_801CBA90.c	0.0194
484.0	484	0.0	fn_80037F40	main/game/menu/pda_range_80037158	src/game/menu/pda_range_80037158.c	0.0194
484.0	484	0.0	__AI_SRC_INIT	main/dolphin/sdk_range_800AC6D4	src/dolphin/sdk_range_800AC6D4.c	0.0194
481.0	696	30.9	fightTrainerAiWazaValueKogoerukaze	main/game/fight_trainer_ai_waza_value	src/game/fight_trainer_ai_waza_value.c	0.01928
480.3	748	35.79	fn_801634A8	main/musyx/musyx_candidate_801634A8	src/musyx/musyx_candidate_801634A8.c	0.01925
480.0	484	0.83	fn_8011207C	main/game/GScolsys2Sun_range_80111C24	src/game/GScolsys2Sun_range_80111C24.c	0.01924
480.0	480	0.0	fn_800638F4	main/game/menu/menuCB_range_80062948	src/game/menu/menuCB_range_80062948.c	0.01924
480.0	480	0.0	_offsetCCD__FP12CCD_FILEHEAD	main/game/gs_range_8010CBD0	src/game/gs_range_8010CBD0.c	0.01924
480.0	480	0.0	TRKRequestSend	main/trk/TRKDispatch_range_800C0504		0.01924
479.8	1240	61.31	fn_800F0A74	main/game/gs_thread_candidate_800F0424	src/game/gs_thread_candidate_800F0424.c	0.01923
477.7	796	39.99	setupBottomHalfCamera	main/hsd/hsd_cobj_candidate_80195A6C	src/hsd/hsd_cobj_candidate_80195A6C.c	0.01915
476.0	480	0.83	windowCreateCursorSprite	main/game/window_candidate_8010474C	src/game/window_candidate_8010474C.c	0.01908
476.0	480	0.83	_wazaSequenceModelEntryLoad	main/game/wazaSequence_candidate_801DC014	src/game/wazaSequence_candidate_801DC014.c	0.01908
476.0	476	0.0	fn_801E1E1C	main/dolphin/thp/THP_range_801E1B54	src/dolphin/thp/THP_range_801E1B54.c	0.01908
476.0	476	0.0	aramUploadData	main/musyx/musyx_candidate_801632B4	src/musyx/musyx_candidate_801632B4.c	0.01908
475.0	1044	54.51	fn_8013024C	main/game/hero_move	src/game/hero_move.c	0.01904
472.4	552	14.42	fn_8013B268	main/game/effect/effect_visual_candidate_8013B268	src/game/effect/effect_visual_candidate_8013B268.c	0.01893
472.0	476	0.84	MakeTextureMtx	main/hsd/hsd_tobj_candidate_801BBDDC	src/hsd/hsd_tobj_candidate_801BBDDC.c	0.01892
472.0	472	0.0	fn_8011A0A8	main/game/field_candidate_8011A0A8	src/game/field_candidate_8011A0A8.c	0.01892
472.0	472	0.0	fn_800BC6F0	main/dolphin/sdk_range_800BC618	src/dolphin/sdk_range_800BC618.c	0.01892
471.1	580	18.78	fn_801C31EC	main/game/battle/battle_grid_residual_801C3114	src/game/battle/battle_grid_residual_801C3114.c	0.01888
470.3	1124	58.16	HSD_CObjSetRoll	main/hsd/hsd_cobj_candidate_801947C8	src/hsd/hsd_cobj_candidate_801947C8.c	0.01885
469.1	604	22.33	fn_801B8D5C	main/hsd/hsd_texp_candidate_801B4300	src/hsd/hsd_texp_candidate_801B4300.c	0.0188
468.0	468	0.0	fn_800ED8C4	main/game/gs_model_anim_suffix_candidate_800ED8C4	src/game/gs_model_anim_suffix_candidate_800ED8C4.c	0.01876
468.0	468	0.0	fn_8009EFE4	main/dolphin/sdk_candidate_8009ED70	src/dolphin/sdk_candidate_8009ED70.c	0.01876
468.0	468	0.0	fn_8006106C	main/game/menu/menuCB_BattleStart	src/game/menu/menuCB_BattleStart.c	0.01876
468.0	468	0.0	cameraSetFloorDefault	main/game/camera_candidate_801786F4	src/game/camera_candidate_801786F4.c	0.01876
466.0	592	21.28	fn_8013CE58	main/game/effect/effect_visual_candidate_8013C670	src/game/effect/effect_visual_candidate_8013C670.c	0.01868
464.0	468	0.85	wazaSequenceFree	main/game/wazaSequence_candidate_801DBDDC	src/game/wazaSequence_candidate_801DBDDC.c	0.0186
464.0	464	0.0	fn_8010B9E8	main/game/gs_range_80109C88	src/game/gs_range_80109C88.c	0.0186
464.0	464	0.0	HSD_PObjResolveRefsAll	main/hsd/hsd_pobj_range_801AA608	src/hsd/hsd_pobj_range_801AA608.c	0.0186
464.0	464	0.0	HSD_MtxSRTQuat	main/hsd/hsd_mobj_range_801A86B4	src/hsd/hsd_mobj_range_801A86B4.c	0.0186
464.0	464	0.0	GSmodelEnableEnvMap	main/game/gs_model_main_suffix_candidate_800E61BC	src/game/gs_model_main_suffix_candidate_800E61BC.c	0.0186
462.7	692	33.14	fn_8017BD34	main/game/fsys/fsys_file_candidate_8017B1CC	src/game/fsys/fsys_file_candidate_8017B1CC.c	0.01854
460.0	460	0.0	fn_80092498	main/game/gbaCommunication_candidate_80091DA4	src/game/gbaCommunication_candidate_80091DA4.c	0.01844
456.8	588	22.31	fn_80139AC4	main/game/effect/effect_visual_candidate_80139AC4	src/game/effect/effect_visual_candidate_80139AC4.c	0.01831
456.0	460	0.87	peopleAddWalkList	main/game/people/people	src/game/people/people.c	0.01828
456.0	460	0.87	fn_80101B90	main/game/gapp_candidate_80101B90	src/game/gapp_candidate_80101B90.c	0.01828
456.0	460	0.87	GScolsys2ThruGetEventList	main/game/GScolsys2Thru_range_80110084	src/game/GScolsys2Thru_range_80110084.c	0.01828
456.0	460	0.87	GScolsys2HumanCollision	main/game/GScolsys2Human_range_8010FAF4	src/game/GScolsys2Human_range_8010FAF4.c	0.01828
456.0	456	0.0	fn_800BCB14	main/dolphin/sdk_candidate_800BC8F8	src/dolphin/sdk_candidate_800BC8F8.c	0.01828
456.0	456	0.0	fn_80068DBC	main/game/menu/menuCB_range_80068794	src/game/menu/menuCB_range_80068794.c	0.01828
456.0	456	0.0	fn_80037D78	main/game/menu/pda_range_80037158	src/game/menu/pda_range_80037158.c	0.01828
456.0	456	0.0	fn_80037BB0	main/game/menu/pda_range_80037158	src/game/menu/pda_range_80037158.c	0.01828
456.0	456	0.0	fn_800379E8	main/game/menu/pda_range_80037158	src/game/menu/pda_range_80037158.c	0.01828
456.0	456	0.0	floorReadMapPostFunc	main/game/field_range_80114AE0	src/game/field_range_80114AE0.c	0.01828
456.0	456	0.0	GSmodelPushState	main/game/gs_model_state	src/game/gs_model_state.c	0.01828
454.1	604	24.81	fn_80035F64	main/game/movie	src/game/movie.c	0.0182
453.9	1652	72.52	menuNameEntryBackCtrl	main/game/menuNameEntry	src/game/menuNameEntry.c	0.01819
452.9	572	20.82	fn_8013B85C	main/game/effect/effect_visual_candidate_8013B5E4	src/game/effect/effect_visual_candidate_8013B5E4.c	0.01815
452.0	452	0.0	fn_801C8834	main/game/gs_range_801C766C	src/game/gs_range_801C766C.c	0.01812
452.0	452	0.0	fn_8006905C	main/game/menu/menuCB_range_8006905C	src/game/menu/menuCB_range_8006905C.c	0.01812
452.0	452	0.0	SIGetType	main/dolphin/si/SI_range_800CF764	src/dolphin/si/SI_range_800CF764.c	0.01812
448.0	448	0.0	SetEffectivePriority	main/dolphin/os/OSThread		0.01796
448.0	448	0.0	GSscratchAlloc	main/game/gs_scratch	src/game/gs_scratch.c	0.01796
444.8	656	32.19	fn_800F2264	main/game/gs_thread_candidate_800F0424	src/game/gs_thread_candidate_800F0424.c	0.01783
444.7	712	37.54	fightOutPokemonInitJoutaiKie	main/game/fight_pokemon_range_801FDB78	src/game/fight_pokemon_range_801FDB78.c	0.01782
444.0	444	0.0	fn_801E0FB4	main/game/gs_candidate_801E09E0	src/game/gs_candidate_801E09E0.c	0.01779
444.0	444	0.0	fn_801BEEDC	main/hsd/hsd_tobj_candidate_801BBDDC	src/hsd/hsd_tobj_candidate_801BBDDC.c	0.01779
444.0	444	0.0	fn_801AFCAC	main/hsd/hsd_robj_range_801AEBE4		0.01779
444.0	444	0.0	fn_8010D20C	main/game/gs_range_8010CBD0	src/game/gs_range_8010CBD0.c	0.01779
444.0	444	0.0	fn_80057F94	main/game/menu/menuColosseumBattle_candidate_80057E70	src/game/menu/menuColosseumBattle_candidate_80057E70.c	0.01779
444.0	444	0.0	__OSInitAudioSystem	main/dolphin/sdk_candidate_8009AFFC	src/dolphin/sdk_candidate_8009AFFC.c	0.01779
444.0	444	0.0	OSCancelThread	main/dolphin/os/OSThread		0.01779
443.2	520	14.77	fn_801C2F00	main/game/battle/battle_camera_candidate_801C2D80	src/game/battle/battle_camera_candidate_801C2D80.c	0.01776
442.3	832	46.84	_fightTrainerAiWazaHitCheck	main/game/fight_trainer_ai_waza_hit	src/game/fight_trainer_ai_waza_hit.c	0.01773
441.3	708	37.67	fn_8007C7EC	main/game/menu/menu_carde_matrix	src/game/menu/menu_carde_matrix.c	0.01769
440.0	1204	63.46	pokemonCreateRndFit	main/game/pokemon_range_801240C4	src/game/pokemon_range_801240C4.c	0.01763
440.0	444	0.9	peopleWaitSyncMotionBlend	main/game/people/people	src/game/people/people.c	0.01763
440.0	444	0.9	fn_801DDD28	main/game/sequence_candidate_801DD45C	src/game/sequence_candidate_801DD45C.c	0.01763
440.0	440	0.0	fn_80166E88	main/game/gs_range_801653CC	src/game/gs_range_801653CC.c	0.01763
440.0	440	0.0	fn_8011791C	main/game/field_camera_candidate_80117514	src/game/field_camera_candidate_80117514.c	0.01763
440.0	440	0.0	fn_8004C120	main/game/menu/menu_pda_mail	src/game/menu/menu_pda_mail.c	0.01763
440.0	440	0.0	__CARDSeek	main/dolphin/sdk_candidate_800B4644	src/dolphin/sdk_candidate_800B4644.c	0.01763
440.0	440	0.0	TRKSaveExtended1Block	main/trk/TRKSaveState		0.01763
440.0	440	0.0	TRKRestoreExtended1Block	main/trk/TRKSaveState		0.01763
439.0	792	44.58	fn_80070D84	main/game/menu/menu_middle_range_800704AC	src/game/menu/menu_middle_range_800704AC.c	0.01759
436.5	1056	58.66	fn_800F4818	main/game/gs_thread_candidate_800F0424	src/game/gs_thread_candidate_800F0424.c	0.01749
436.0	440	0.91	windowDrawSprite2	main/game/window_candidate_801040F0	src/game/window_candidate_801040F0.c	0.01747
436.0	440	0.91	fn_8018805C	main/game/people/people	src/game/people/people.c	0.01747
436.0	436	0.0	hwInitSamplePlayback	main/musyx/musyx_candidate_80161D20	src/musyx/musyx_candidate_80161D20.c	0.01747
436.0	436	0.0	fn_801E449C	main/dolphin/thp/THP_range_801E1B54	src/dolphin/thp/THP_range_801E1B54.c	0.01747
436.0	436	0.0	fn_801C6934	main/game/effect/fade_range_801C4CB8	src/game/effect/fade_range_801C4CB8.c	0.01747
436.0	436	0.0	fn_800AFBDC	main/dolphin/sdk_range_800AF8A0	src/dolphin/sdk_range_800AF8A0.c	0.01747
436.0	436	0.0	fn_80082CF0	main/game/menu/cardesavedata	src/game/menu/cardesavedata.c	0.01747
436.0	436	0.0	fn_800689FC	main/game/menu/menuCB_range_80068794	src/game/menu/menuCB_range_80068794.c	0.01747
436.0	436	0.0	fn_80054760	main/game/menu/menuCB_range_8005344C	src/game/menu/menuCB_range_8005344C.c	0.01747
436.0	436	0.0	floorUpdateFieldCamera	main/game/field_camera_candidate_80117514	src/game/field_camera_candidate_80117514.c	0.01747
435.4	680	35.96	fn_80022478	main/game/gs_title_candidate_8002217C	src/game/gs_title_candidate_8002217C.c	0.01745
435.4	616	29.32	fn_8013CBF0	main/game/effect/effect_visual_candidate_8013C670	src/game/effect/effect_visual_candidate_8013C670.c	0.01745
434.7	508	14.43	fn_8006C5D8	main/game/menu/menu_middle_range_8006B9B8	src/game/menu/menu_middle_range_8006B9B8.c	0.01742
434.6	536	18.91	fn_800AAF38	main/dolphin/pad/PAD	src/dolphin/pad/PAD.c	0.01742
432.6	696	37.84	GSmsgInit	main/game/gs_msg	src/game/gs_msg.c	0.01734
432.0	436	0.92	fn_80185F44	main/game/people/people	src/game/people/people.c	0.01731
432.0	432	0.0	__CARDCheckSum	main/dolphin/sdk_range_800B2070	src/dolphin/sdk_range_800B2070.c	0.01731
428.6	544	21.21	HSD_LObjDeleteCurrentAll	main/hsd/hsd_lobj	src/hsd/hsd_lobj.c	0.01718
428.0	456	6.13	fn_801B89BC	main/hsd/hsd_texp_candidate_801B4300	src/hsd/hsd_texp_candidate_801B4300.c	0.01715
428.0	432	0.93	fn_801D58E4	main/game/wazaViewer_candidate_801D53D8	src/game/wazaViewer_candidate_801D53D8.c	0.01715
428.0	432	0.93	fn_801B5850	main/hsd/hsd_texp_candidate_801B4300	src/hsd/hsd_texp_candidate_801B4300.c	0.01715
428.0	432	0.93	_eyeTexAnimEnded	main/game/gs_range_801DE698	src/game/gs_range_801DE698.c	0.01715
428.0	428	0.0	hwSetADSR	main/musyx/musyx_candidate_80161D20	src/musyx/musyx_candidate_80161D20.c	0.01715
428.0	428	0.0	fn_800E2C04	main/game/gs_mem	src/game/gs_mem.c	0.01715
428.0	428	0.0	fn_800BBCE0	main/dolphin/sdk_candidate_800BB81C	src/dolphin/sdk_candidate_800BB81C.c	0.01715
426.3	1088	60.82	_dlParseVertex__FP16_HSD_VtxDescListPUcP22GSgfxParseCallbackListPv_802B1720	main/game/gs_gfx_dl	src/game/gs_gfx_dl.c	0.01709
424.0	428	0.93	psKillAllGenerator	main/game/ps_generator_range_8017572C	src/game/ps_generator_range_8017572C.c	0.01699
424.0	428	0.93	fn_8018CB5C	main/game/people/people	src/game/people/people.c	0.01699
424.0	428	0.93	fn_80188AF4	main/game/people/people	src/game/people/people.c	0.01699
424.0	424	0.0	hpRecover__FP20ITEMUSE2POKEMON_LOG1PsP7PokemonUcbUsP12FightPokemon	main/game/people/people_data_suffix_801441A8	src/game/people/people_data_suffix_801441A8.c	0.01699
424.0	424	0.0	fn_800BE164	main/dolphin/sdk_candidate_800BD7A0	src/dolphin/sdk_candidate_800BD7A0.c	0.01699
424.0	424	0.0	fn_80092C90	main/game/gbaCommunication_candidate_80091DA4	src/game/gbaCommunication_candidate_80091DA4.c	0.01699
420.0	420	0.0	pokemonEvolution	main/game/pokemon_range_8012640C	src/game/pokemon_range_8012640C.c	0.01683
420.0	420	0.0	fn_801AEBE4	main/hsd/hsd_robj_range_801AEBE4		0.01683
420.0	420	0.0	fn_80091DA4	main/game/gbaCommunication_candidate_80091DA4	src/game/gbaCommunication_candidate_80091DA4.c	0.01683
420.0	420	0.0	fn_800544A8	main/game/menu/menuCB_range_8005344C	src/game/menu/menuCB_range_8005344C.c	0.01683
420.0	420	0.0	__num2dec	main/dolphin/sdk_range_800C5458	src/dolphin/sdk_range_800C5458.c	0.01683
420.0	420	0.0	GSflagInitBitPos	main/game/gs_flag_candidate_801909A8	src/game/gs_flag_candidate_801909A8.c	0.01683
416.9	924	54.88	fn_801425E8	main/game/people/people_data	src/game/people/people_data.c	0.01671
416.1	1320	68.48	fn_801B2038	main/hsd/hsd_texp_candidate_801B18D8	src/hsd/hsd_texp_candidate_801B18D8.c	0.01668
416.0	624	33.33	fn_8013BE04	main/game/effect/effect_visual_candidate_8013B5E4	src/game/effect/effect_visual_candidate_8013B5E4.c	0.01667
416.0	420	0.95	peopleWaitSyncMotion	main/game/people/people	src/game/people/people.c	0.01667
416.0	420	0.95	fn_801839A0	main/game/people/people	src/game/people/people.c	0.01667
416.0	420	0.95	fn_8010EFE4	main/game/gs_range_8010CBD0	src/game/gs_range_8010CBD0.c	0.01667
416.0	416	0.0	setVerticalRegs	main/dolphin/vi/VI_candidate_800A9038	src/dolphin/vi/VI_candidate_800A9038.c	0.01667
416.0	416	0.0	fn_8019F024	main/hsd/hsd_jobj	src/hsd/hsd_jobj.c	0.01667
416.0	416	0.0	fn_80061454	main/game/menu/menuCB_BattleStart	src/game/menu/menuCB_BattleStart.c	0.01667
416.0	416	0.0	fn_8004CDD8	main/game/menu/menu_pda_mail	src/game/menu/menu_pda_mail.c	0.01667
416.0	416	0.0	fn_8004CC38	main/game/menu/menu_pda_mail	src/game/menu/menu_pda_mail.c	0.01667
416.0	416	0.0	fn_8004CA98	main/game/menu/menu_pda_mail	src/game/menu/menu_pda_mail.c	0.01667
416.0	416	0.0	fn_8003B2D8	main/game/menu/pda_range_80037158	src/game/menu/pda_range_80037158.c	0.01667
416.0	416	0.0	fn_8003A520	main/game/menu/pda_range_80037158	src/game/menu/pda_range_80037158.c	0.01667
416.0	416	0.0	__DSP_exec_task	main/dolphin/sdk_range_800AE9FC	src/dolphin/sdk_range_800AE9FC.c	0.01667
416.0	416	0.0	CARDMountAsync	main/dolphin/sdk_candidate_800B3078	src/dolphin/sdk_candidate_800B3078.c	0.01667
415.6	492	15.54	menuFightOpenWaza	main/game/menuFight	src/game/menuFight.c	0.01666
415.4	3704	88.78	HSD_LObjSetup	main/hsd/hsd_lobj	src/hsd/hsd_lobj.c	0.01665
415.0	636	34.75	fn_800889E4	main/game/gba/gba_conv	src/game/gba/gba_conv.c	0.01663
414.1	600	30.99	fightTrainerAiWazaValueNihonbare	main/game/fight_trainer_ai_waza_value_middle_suffix_8024498C	src/game/fight_trainer_ai_waza_value_middle_suffix_8024498C.c	0.0166
412.7	1148	64.05	fn_800788BC	main/game/menu/menu_range_8007109C	src/game/menu/menu_range_8007109C.c	0.01654
412.0	412	0.0	fn_8010A420	main/game/gs_range_80109C88	src/game/gs_range_80109C88.c	0.01651
412.0	412	0.0	fn_8009D510	main/dolphin/sdk_range_8009BD84	src/dolphin/sdk_range_8009BD84.c	0.01651
412.0	412	0.0	fn_80083D30	main/game/menu/cardesavedata	src/game/menu/cardesavedata.c	0.01651
